comparison_scope,dataset_label,scoring_mode,stage,stage_label,framework_group,run_count,chain_count,gold_step_total,candidate_step_total,recall_hits,recall_total,recall,precision_hits,precision_total,precision,f1,behavior_sequence_order_hits,behavior_sequence_order_total,behavior_sequence_order,adjudicated_count
rep1_comparable,gpt-5.4-mini_rep1_strict,strict_json,stage1,alert_clue,script_execution_chain,2,2,16,4,0,16,0.0,0,4,0.0,0.0,0,16,0.0,0
rep1_comparable,gpt-5.4-mini_rep1_strict,strict_json,stage2,process_time_clue,collection_or_tool_invocation,5,5,15,13,1,15,0.06666666666666667,1,13,0.07692307692307693,0.07142857142857144,1,15,0.06666666666666667,0
rep1_comparable,gpt-5.4-mini_rep1_strict,strict_json,stage2,process_time_clue,command_shell_execution,2,2,5,11,4,5,0.8,4,11,0.36363636363636365,0.5000000000000001,4,5,0.8,0
rep1_comparable,gpt-5.4-mini_rep1_strict,strict_json,stage2,process_time_clue,network_service_behavior,13,13,26,33,16,26,0.6153846153846154,16,33,0.48484848484848486,0.5423728813559322,16,26,0.6153846153846154,0
rep1_comparable,gpt-5.4-mini_rep1_strict,strict_json,stage2,process_time_clue,persistence_registry_run_key,1,1,3,3,0,3,0.0,0,3,0.0,0.0,0,3,0.0,0
rep1_comparable,gpt-5.4-mini_rep1_strict,strict_json,stage2,process_time_clue,script_execution_chain,2,2,16,6,2,16,0.125,2,6,0.3333333333333333,0.18181818181818182,2,16,0.125,0
rep1_comparable,gpt-5.4-mini_rep1_strict,strict_json,stage3,non_alert_telemetry_only,collection_or_tool_invocation,5,5,15,29,3,15,0.2,3,29,0.10344827586206896,0.13636363636363635,3,15,0.2,0
rep1_comparable,gpt-5.4-mini_rep1_strict,strict_json,stage3,non_alert_telemetry_only,command_shell_execution,2,2,5,9,4,5,0.8,4,9,0.4444444444444444,0.5714285714285714,4,5,0.8,0
rep1_comparable,gpt-5.4-mini_rep1_strict,strict_json,stage3,non_alert_telemetry_only,network_service_behavior,13,13,26,36,17,26,0.6538461538461539,17,36,0.4722222222222222,0.5483870967741936,17,26,0.6538461538461539,0
rep1_comparable,gpt-5.4-mini_rep1_strict,strict_json,stage3,non_alert_telemetry_only,persistence_registry_run_key,1,1,3,2,2,3,0.6666666666666666,2,2,1.0,0.8,2,3,0.6666666666666666,0
rep1_comparable,gpt-5.4-mini_rep1_strict,strict_json,stage3,non_alert_telemetry_only,script_execution_chain,2,2,16,11,2,16,0.125,2,11,0.18181818181818182,0.14814814814814814,2,16,0.125,0
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage1,alert_clue,collection_or_tool_invocation,5,5,15,31,11,15,0.7333333333333333,11,31,0.3548387096774194,0.47826086956521735,11,15,0.7333333333333333,3
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage1,alert_clue,command_shell_execution,2,2,5,16,3,5,0.6,3,16,0.1875,0.2857142857142857,3,5,0.6,1
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage1,alert_clue,network_service_behavior,13,13,26,74,24,26,0.9230769230769231,24,74,0.32432432432432434,0.48,24,26,0.9230769230769231,12
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage1,alert_clue,persistence_registry_run_key,1,1,3,3,0,3,0.0,0,3,0.0,0.0,0,3,0.0,0
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage1,alert_clue,script_execution_chain,2,2,16,16,9,16,0.5625,9,16,0.5625,0.5625,9,16,0.5625,1
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage2,process_time_clue,collection_or_tool_invocation,5,5,15,34,13,15,0.8666666666666667,13,34,0.38235294117647056,0.5306122448979592,13,15,0.8666666666666667,3
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage2,process_time_clue,command_shell_execution,2,2,5,15,5,5,1.0,5,15,0.3333333333333333,0.5,5,5,1.0,1
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage2,process_time_clue,network_service_behavior,13,13,26,79,25,26,0.9615384615384616,25,79,0.31645569620253167,0.47619047619047616,25,26,0.9615384615384616,12
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage2,process_time_clue,persistence_registry_run_key,1,1,3,4,3,3,1.0,3,4,0.75,0.8571428571428571,3,3,1.0,1
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage2,process_time_clue,script_execution_chain,2,2,16,15,10,16,0.625,10,15,0.6666666666666666,0.6451612903225806,10,16,0.625,1
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage3,non_alert_telemetry_only,collection_or_tool_invocation,5,5,15,33,9,15,0.6,9,33,0.2727272727272727,0.37499999999999994,9,15,0.6,3
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage3,non_alert_telemetry_only,command_shell_execution,2,2,5,15,5,5,1.0,5,15,0.3333333333333333,0.5,5,5,1.0,2
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage3,non_alert_telemetry_only,network_service_behavior,13,13,26,81,25,26,0.9615384615384616,25,81,0.30864197530864196,0.4672897196261682,25,26,0.9615384615384616,12
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage3,non_alert_telemetry_only,persistence_registry_run_key,1,1,3,4,3,3,1.0,3,4,0.75,0.8571428571428571,3,3,1.0,1
rep1_comparable,gpt-5.5_low_rep1_salvage,raw_text_salvage,stage3,non_alert_telemetry_only,script_execution_chain,2,2,16,23,13,16,0.8125,13,23,0.5652173913043478,0.6666666666666667,13,16,0.8125,2
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage1,alert_clue,collection_or_tool_invocation,5,5,15,0,0,15,0.0,0,0,,,0,15,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage1,alert_clue,command_shell_execution,2,2,5,0,0,5,0.0,0,0,,,0,5,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage1,alert_clue,network_service_behavior,13,13,26,0,0,26,0.0,0,0,,,0,26,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage1,alert_clue,persistence_registry_run_key,1,1,3,0,0,3,0.0,0,0,,,0,3,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage1,alert_clue,script_execution_chain,2,2,16,0,0,16,0.0,0,0,,,0,16,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage2,process_time_clue,collection_or_tool_invocation,5,5,15,0,0,15,0.0,0,0,,,0,15,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage2,process_time_clue,command_shell_execution,2,2,5,0,0,5,0.0,0,0,,,0,5,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage2,process_time_clue,network_service_behavior,13,13,26,0,0,26,0.0,0,0,,,0,26,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage2,process_time_clue,persistence_registry_run_key,1,1,3,0,0,3,0.0,0,0,,,0,3,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage2,process_time_clue,script_execution_chain,2,2,16,0,0,16,0.0,0,0,,,0,16,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage3,non_alert_telemetry_only,collection_or_tool_invocation,5,5,15,0,0,15,0.0,0,0,,,0,15,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage3,non_alert_telemetry_only,command_shell_execution,2,2,5,0,0,5,0.0,0,0,,,0,5,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage3,non_alert_telemetry_only,network_service_behavior,13,13,26,0,0,26,0.0,0,0,,,0,26,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage3,non_alert_telemetry_only,persistence_registry_run_key,1,1,3,0,0,3,0.0,0,0,,,0,3,0.0,0
rep1_comparable,gpt-5.5_low_rep1_strict_json,strict_json_format_failed,stage3,non_alert_telemetry_only,script_execution_chain,2,2,16,0,0,16,0.0,0,0,,,0,16,0.0,0
