chain_id,model,stage,replicate,source_set,parse_status,step_count,argument_categories,operations,evidence_sources,representative_claims,limitations_or_exclusions,raw_excerpt,action_step_recall,critical_evidence_recall,behavior_sequence_order,candidate_claim_precision,overclaim_slot_count,candidate_step_count
chain_13_e09_dns_packet_capture_batch_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,4,dns_capture_or_collection:8; shell_or_batch_execution:7; other:1; alert_reference:1,execute:2; create_and_write:2,sysmon:3; cbc-edr-alerts:1,cmd.exe / execute / start_dns_logs.bat || cmd.exe / create_and_write / dns || tshark.exe / execute / tshark.exe || dumpcap.exe / create_and_write / wireshark_de145f66-537b-427d-820a-707cc694da57_20220716161718_a03712.pcapng,PID 3652 の cmd.exe および子プロセスのコマンドライン情報がログに存在しないため、詳細な動作内容は不明 || PID 3652 およびその子プロセスのファイル操作やネットワーク接続の記録が指定時間内に観測されていない,,0.6,0.2,0.25,0.5,10,
chain_14_e09_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,1,other:3; registry_persistence:1; alert_reference:1,network_server_start:1,cbc-ngav:1,python.exe / network_server_start,調査対象時間帯にpython.exeの詳細なプロセス起動履歴、ファイル・レジストリ操作、ネットワーク接続ログが存在しなかったため、行動の全体像を完全には復元できていない。 || CBCアラートの詳細ログも同時間帯に見つかっていない。,,0.5,0.0,0.0,0.5,3,
chain_15_e10_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,1,alert_reference:2; network_service_or_http_server:1; registry_persistence:1; shell_or_batch_execution:1,network_listen:1,cbc-ngav:1,python.exe / network_listen / 10.193.66.115:54869,python.exe の PID、親プロセス情報、コマンドライン、ファイル操作、レジストリ操作の詳細ログは観測されなかったため、行動の全体像は限定的にしか復元できていない。 || repmgr.exe、cmd.exe、svchost.exe のプロセス開始や関連操作は指定時間範囲内に観測されなかったため、python.exe の起動元や関連プロセスの詳細は不明。,,0.5,0.0,0.0,0.5,3,
chain_16_e11_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,3,other:5; shell_or_batch_execution:4; network_service_or_http_server:2; alert_reference:2,process_start:1; process_create:1; file_write:1,sysmon:3,python.exe / process_start / python.exe || python.exe / process_create / flashplayerupdateservice.exe || python.exe / file_write,python.exeのネットワーク接続ログは観測されていないため、ネットワーク動作の詳細は不明 || 親プロセスcmd.exeの詳細なコマンドラインや起動経緯は不明 || ファイル操作の対象ファイル名やパスは不明,,0.8333333333333334,0.0,1.0,0.3125,11,
chain_17_e12_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,2,network_service_or_http_server:4; shell_or_batch_execution:4; other:2; alert_reference:2; registry_persistence:1; boundary_exclusion:1,process_start:1; network_listen:1,audit_logs:2,python.exe / process_start / python.exe || python.exe / network_listen / 10.193.66.115:48503,"cmd.exeのコマンドラインや詳細な動作ログが欠落しているため、親プロセスの起動経路が不明 || python.exeの子プロセスや追加のファイル・レジストリ操作ログが観測されていない || PID 5072のRepWmiUtils.exeの親プロセス情報やコマンドラインがログに存在しないため、関連性の特定が困難 || {'source_stream': 'audit_logs', 'timestamp': '2022-07-16 15:22:16', 'alert_id': None, 'event_record_id': None, 'field': 'process_name', 'value': 'RepWmiUtils.exe', 'pid': 5072, 'ppid': None}",,1.0,0.0,1.0,0.75,2,
chain_18_e13_dns_packet_capture_batch_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,5,shell_or_batch_execution:9; dns_capture_or_collection:9; registry_persistence:1; other:1; alert_reference:1,process_start:3; file_modify:2,audit_logs:6,explorer.exe / process_start / cmd.exe || cmd.exe / process_start / tshark.exe || tshark.exe / process_start / dumpcap.exe || tshark.exe / file_modify / wireshark_de145f66-537b-427d-820a-707cc694da57_20220716161718_a03712.pcapng,ネットワーク接続やレジストリ操作のログが観測されていないため、通信の詳細やレジストリ変更の有無は不明 || バッチファイル start_dns_logs.bat の内容や直接的なファイル操作ログは観測されていない || RepWmiUtils.exe や python.exe、flashplayerupdateservice.exe などの子プロセスの詳細な動作はログに限定的にしか記録されていない,,0.8333333333333334,0.0,1.0,0.2,20,
chain_19_e13_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,3,other:6; network_service_or_http_server:3; alert_reference:1,process_start:3,audit_logs:3,python.exe / process_start / python.exe || flashplayerupdateservice.exe / process_start / flashplayerupdateservice.exe || python.exe / process_start / python.exe,python.exeのネットワーク接続に関する直接的なログは指定期間内に観測されなかった。 || 親プロセス2032の詳細情報が欠落しているため、完全なプロセスチェーンの復元は困難である。,,0.8333333333333334,0.0,0.0,0.3125,11,
chain_21_e15_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,2,shell_or_batch_execution:3; other:3; network_service_or_http_server:2; alert_reference:2,execute_module:1; file_read_execute:1,sysmon:4; cbc-ngav:1,python.exe / execute_module / SimpleHTTPServer || python.exe / file_read_execute / 複数のシステムDLLファイル,ネットワーク接続ログが観測されていないため、通信の詳細は不明 || python.exe の実行パスが不明であり、完全なプロセス起動経路が特定できていない,,0.8333333333333334,0.0,0.0,0.4166666666666667,7,
chain_22_e16_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,2,network_service_or_http_server:4; shell_or_batch_execution:3; other:1; registry_persistence:1; alert_reference:1,process_start:1; network_connect:1,audit_logs:4,python.exe / process_start / python.exe || python.exe / network_connect / 10.193.66.115:58211,PID 2032の親プロセスの詳細な起動履歴が指定時間内に観測できなかったため、親子関係の完全な把握はできていない || python.exeの子プロセス生成やファイル・レジストリ操作の記録はほとんどなく、活動の全容把握は限定的である,,1.0,0.0,1.0,0.75,2,
chain_23_e17_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,0,registry_persistence:3; other:2; alert_reference:1,,,,指定時間範囲および拡大調査範囲においてpython.exeまたはPython.exeのプロセス起動、ネットワーク接続、ファイル操作、レジストリ操作のログが観測されなかった。 || ログの記録漏れやプロセス名の表記揺れ（大文字小文字の違いなど）により、実際の行動がログに反映されていない可能性がある。 || CBCアラートは存在するが、ログ証拠が不足しているため行動列の復元ができていない。,,0.0,0.0,0.0,0.0,1,
chain_24_e18_cmdexe_other_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,4,shell_or_batch_execution:10; dns_capture_or_collection:9; alert_reference:2; network_service_or_http_server:1,execute_batch_file:2; start_child_process:1; write_file:1,audit_logs:7,cmd.exe / execute_batch_file / start_dns_logs.bat || cmd.exe / execute_batch_file / run_http_server.bat || tshark.exe / start_child_process / dumpcap.exe || tshark.exe / write_file / dns_log_file,run_http_server.batの中身はログから直接確認できていない || dumpcap.exeの起動コマンドラインは不明 || tshark.exeがUDPポート53で通信したかどうかのネットワーク接続ログは確認できていない || start_dns_logs.batで作成されたファイルの具体的な内容は不明,,1.0,0.3333333333333333,1.0,0.37037037037037035,17,
chain_25_e18_dns_packet_capture_batch_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,2,dns_capture_or_collection:6; shell_or_batch_execution:6; registry_persistence:1; alert_reference:1,execute:2,cbc-edr-alerts:1,cmd.exe / execute / start_dns_logs.bat || tshark.exe / execute,start_dns_logs.batの中身や具体的な動作は不明 || tshark.exeの詳細な動作証拠が不足している || ファイル、レジストリ、ネットワーク操作の詳細なログが不足,,1.0,0.3333333333333333,0.5,0.8333333333333334,2,
chain_26_e18_python_simplehttpserver_network_chain,gpt-4.1-mini,stage1,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,2,shell_or_batch_execution:4; other:4; network_service_or_http_server:2; alert_reference:1; boundary_exclusion:1,execute:2,audit_logs:2,cmd.exe / execute / run_http_server.bat || python.exe / execute / python.exe,"親プロセスexplorer.exeの詳細情報がログに存在しないため、cmd.exeの起動経路の完全な追跡はできていない || python.exeの子プロセスのコマンドライン詳細が不足しており、動作内容の全容把握に限界がある || python.exeのネットワーク接続の詳細なログは観測されていない || {'source_stream': 'audit_logs', 'timestamp': '2022-07-18 21:04:40', 'event_record_id': 'event_1010', 'field': 'process_name', 'value': 'winword.exe', 'pid': 5708, 'ppid': 5576, 'reason': 'python.exeのコード行動列に直接関連しない子プロセスの起動'}",,0.5,0.0,0.0,0.375,5,
chain_01_e01_dns_packet_capture_batch_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,0,shell_or_batch_execution:2; other:1,,,,指定された時間範囲（2022-07-15 13:15:00 から 13:20:00）に cmd.exe の実行ログが観測されなかったため、コード行動列の復元ができなかった。 || 調査時間範囲の拡大が必要であるが、現時点では追加ログが提供されていない。,,0.0,0.0,0.0,,0,
chain_02_e01_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,7,other:15; shell_or_batch_execution:3,process_start:5; file_access:2,audit_logs:8,python.exe / process_start / python.exe || python.exe / file_access || taskeng.exe / process_start / FlashPlayerUpdateService.exe || FlashPlayerUpdateService.exe / file_access / ctiuser.dll,python.exeのcommand_lineが不明なため、実行内容の詳細は特定できない || taskeng.exeの親プロセス情報が不明 || FlashPlayerUpdateService.exeの子プロセスは観測されていない || RepMgr.exeの親プロセス情報が不明,,0.16666666666666666,0.0,0.0,0.03571428571428571,27,
chain_04_e03_dns_packet_capture_batch_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,4,shell_or_batch_execution:9; dns_capture_or_collection:3; network_service_or_http_server:2; other:2; alert_reference:1,process_create:2; file_access:1; file_execute:1,msft-security:2; sysmon:2,cmd.exe / file_access / C:\Windows\System32\basebrd.dll || cmd.exe / process_create / python.exe || cmd.exe / process_create / RepWmiUtils.exe || cmd.exe / file_execute / start_dns_logs.bat,cmd.exeの一部コマンドライン情報がログに記録されていない || 子プロセスのコマンドライン引数が不明なものがある || バッチファイルの内容が未確認,,0.5,0.0,0.0,0.1875,13,
chain_05_e03_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,2,other:5; shell_or_batch_execution:3,process_execution:1; file_access:1,audit_logs:2,python.exe / process_execution / python.exe || python.exe / file_access,親プロセスの詳細情報（PID、コマンドライン）がログに欠落しているため、完全なプロセス起点の特定ができていない。 || ネットワーク接続や子プロセス生成の記録は観測されていない。 || ログの不完全性により、動作の全容把握に限界がある。,,0.16666666666666666,0.0,0.0,0.125,7,
chain_06_e04_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,1,shell_or_batch_execution:4; other:3; network_service_or_http_server:2,process_start:1,audit_logs:1,python.exe / process_start / python.exe,cmd.exeの起動元プロセスが特定できていないため、起動経路の全体像は不明 || python.exeのネットワーク接続は指定時間帯および前後の調査範囲で観測されなかった || python.exeの子プロセス生成は確認されなかった,,0.5,0.0,0.0,0.375,5,
chain_07_e05_sublime_python_script_execution_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,4,shell_or_batch_execution:6; script_execution_chain:3; other:3; registry_persistence:1,execute:3; read:1,sysmon:4; cbc-edr:2,cmd.exe / execute / python.exe || python.exe / read / C:\Python27\Lib\ || cmd.exe / execute / RepWmiUtils.exe || RepWmiUtils.exe / execute / python.exe,一部プロセスの親プロセス情報やコマンドラインがログに記録されておらず、起点の特定に制限がある || 指定時間範囲内にネットワーク接続やレジストリ操作の記録が観測されなかった,,0.36666666666666664,0.0,0.2222222222222222,0.6875,5,
chain_09_e07_cmdexe_other_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,1,shell_or_batch_execution:3; other:1,file_access:1,audit_logs:1,cmd.exe / file_access / ctiuser.dll,ログの記録範囲や収集状況により親プロセス情報やコマンドライン情報が欠落している可能性がある || cmd.exeの起点や詳細な活動の全貌は不明,,0.16666666666666666,0.0,0.0,0.25,3,
chain_10_e07_discord_run_key_registry_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,2,registry_persistence:6; alert_reference:1,process_start:1; registry_write:1,audit_logs:3,discord.exe / process_start / reg.exe || reg.exe / registry_write / HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Run\Discord,reg.exe の PID とコマンドラインが不明なため、詳細なプロセス連鎖の特定に制限がある || discord.exe と reg.exe の起動時刻が同一であり、間の操作ログが観測できていない,,0.6666666666666666,0.0,0.0,0.625,3,
chain_11_e07_sublime_python_script_execution_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,3,shell_or_batch_execution:6; other:3; script_execution_chain:2,execute:2; file_access:1,audit_logs:3,cmd.exe / execute / python.exe || cmd.exe / execute / python.exe || cmd.exe / file_access / python.exe,ネットワーク接続の記録がこの時間範囲内に存在しないため、通信活動の有無は不明。 || 親プロセスの詳細なコマンドライン情報が不足しているため、起動経路の完全な把握はできていない。 || python.exeの子プロセスや詳細なファイル操作の全容は不明。,,0.6111111111111112,0.0,0.2,0.5,6,
chain_12_e08_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,2,other:5; shell_or_batch_execution:3,process_start:1; file_read:1,audit_logs:2,python.exe / process_start / cmd.exe || python.exe / file_read / index.html,python.exeの起動ログが完全に記録されていない可能性がある || 親プロセスの詳細情報（PID、コマンドライン）が欠落している || ネットワーク接続や子プロセス起動のログは観測されていない || ファイルアクセスの内容詳細やハッシュ値は不明,,0.16666666666666666,0.0,0.0,0.125,7,
chain_13_e09_dns_packet_capture_batch_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,5,shell_or_batch_execution:8; dns_capture_or_collection:6; other:2,spawned_by:3; execute_batch_file:2,audit_logs:5,cmd.exe / execute_batch_file / start_dns_logs.bat || python.exe / spawned_by / python.exe || tshark.exe / spawned_by / tshark.exe || dumpcap.exe / spawned_by / dumpcap.exe,バッチファイルの具体的なコマンドライン内容はログに記録されていないため、詳細な動作内容は不明 || 親プロセスのPIDやコマンドライン情報が一部欠落しているため、完全なプロセス連鎖の把握に制限がある,,0.5333333333333333,0.0,0.0,0.3333333333333333,16,
chain_14_e09_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,4,other:9; network_service_or_http_server:2; shell_or_batch_execution:2,process_start:3; child_process_start:1,audit_logs:4,python.exe / process_start / python.exe || flashplayerupdateservice.exe / process_start / flashplayerupdateservice.exe || python.exe / child_process_start / flashplayerupdateservice.exe || explorer.exe / process_start / explorer.exe,一部プロセスの親プロセス情報がログに欠落している || python.exeのネットワーク接続ログが観測されていない || flashplayerupdateservice.exeのネットワーク接続ログが観測されていない,,0.5,0.0,0.0,0.1875,13,
chain_15_e10_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,5,shell_or_batch_execution:6; other:5; network_service_or_http_server:2,process_start:4; file_read:1,audit_logs:7,cmd.exe / process_start / python.exe || python.exe / process_start / python -m SimpleHTTPServer || RepWmiUtils.exe / process_start / cmd.exe || repmgr.exe / process_start / RepWmiUtils.exe,cmd.exeの親プロセス情報がログに記録されていないため不明 || RepWmiUtils.exeおよびrepmgr.exeのPIDや詳細な起動情報が不明 || python.exeのネットワーク接続記録がログに見当たらない,,0.5,0.0,0.0,0.15,17,
chain_16_e11_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,1,other:3; alert_reference:3; network_service_or_http_server:2; shell_or_batch_execution:2; dns_capture_or_collection:2,process_start:1,audit_logs:1,python.exe / process_start / python.exe,"ログの記録漏れやプロセス名の表記揺れにより、一部の関連プロセスやアクセスが検出できていない可能性がある || 親プロセス情報が欠落しているため、プロセス起動の全体的な連鎖を完全に復元できていない || {'source_stream': 'audit_logs', 'timestamp': '2022-07-17 14:30:00', 'alert_id': None, 'event_record_id': 234567, 'field': 'process_start', 'value': 'cmd.exe', 'pid': 4000, 'ppid': None, 'reason': '指定時間内にcmd.exeの起動は観測されず、python.exeの親プロセスとしての関連が確認できなかったため'} || {'source_stream': 'audit_logs', 'timestamp': '2022-07-17 14:39:00', 'alert_id': None, 'event_record_id': 345678, 'field': 'process_start', 'value': 'flashplayerupdateservice.exe', 'pid': 3472, 'ppid': 3844, 'reason': 'flashplayerupdateservice.exeはtaskeng.exeやtshark.exeなどのシステムプロセスから起動されており、python.exeの子プロセスとしての関連は確認できなかったため'}",,0.5,0.0,0.0,0.75,1,
chain_17_e12_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,2,other:6,process_start:1; file_access:1,audit_logs:2,python.exe / process_start / flashplayerupdateservice.exe || RepWmiUtils.exe / file_access / WindowsシステムのDLLファイル,python.exeおよびRepWmiUtils.exeの親プロセス情報がログに存在しないため、完全なプロセス連鎖の復元はできていない || python.exeおよびflashplayerupdateservice.exeのネットワーク接続に関する明確なログは観測されていない,,0.16666666666666666,0.0,0.0,0.125,7,
chain_18_e13_dns_packet_capture_batch_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,5,shell_or_batch_execution:8; dns_capture_or_collection:6; other:5,process_start:4; file_access:1,msft-security:5,cmd.exe / process_start / python.exe || python.exe / process_start / flashplayerupdateservice.exe || cmd.exe / file_access / start_dns_logs.bat || tshark.exe / process_start / tshark.exe -i 1 -w C:\Users\aalsahee\Desktop\logs\capture.pcap,一部の親プロセスPIDが不明であり、完全なプロセスツリーの把握に制限がある || PID 2116 に関する複数のプロセス名のログが確認できず、詳細な動作内容の特定が困難 || ファイルアクセスの詳細な内容（読み取り/書き込みの区別など）が限定的,,0.8333333333333334,0.0,0.0,0.20833333333333334,19,
chain_19_e13_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,3,other:5; shell_or_batch_execution:4; registry_persistence:1,process_start:1; process_execution:1; file_access:1,audit_logs:5,cmd.exe / process_start / python.exe || python.exe / process_execution / flashplayerupdateservice.exe || RepWmiUtils.exe / file_access / ntdsapi.dll,cmd.exeのコマンドラインおよび親プロセス情報が欠落しているため、上位のプロセスチェーンは不明 || python.exeおよび子プロセスのファイルアクセスやネットワーク接続の記録が指定時間内に存在しない || RepWmiUtils.exeの親プロセス情報と終了イベントが不明 || レジストリ操作の記録が存在しないため、関連する設定変更の有無は不明,,0.16666666666666666,0.0,0.0,0.08333333333333333,11,
chain_21_e15_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,1,other:3; network_service_or_http_server:2; shell_or_batch_execution:2,process_start:1,audit_logs:2,python.exe / process_start / python.exe,2022-07-18 13:00:00から13:50:00の間にpython.exeによるファイルアクセス、子プロセス生成、ネットワーク接続のログは観測されなかった || 親子関係の詳細や関連するネットワーク通信も確認できなかった,,0.5,0.0,0.0,0.75,1,
chain_22_e16_python_simplehttpserver_network_chain,gpt-4.1-mini,stage2,legacy_27_filtered_20260609,formal_27_chain_20260609_filtered_to_current_23,parsed_json,1,shell_or_batch_execution:4; network_service_or_http_server:2; other:2,process_start:1,audit_logs:1,python.exe / process_start / python.exe,調査対象時間範囲内にpython.exeのネットワーク接続やファイルアクセスのログが存在しなかった || cmd.exeの親プロセス情報が欠落しているため、起動経緯の全容は不明,,0.5,0.0,0.0,0.75,1,
