reviewed_at_utc,replicate,model,stage,instance_id,chain_id,run_json,gold_file,evaluation_unit,review1_pass,review2_pass,two_review_adoptable,gold_step_count,candidate_step_count,recall_hits,recall_total,recall,precision_hits,precision_total,precision,behavior_sequence_order_hits,behavior_sequence_order_total,behavior_sequence_order,reviewer_a_source,reviewer_b_source,review_summary,dataset_label,stage_label,chain_type,framework_group,expected_behavior_category,evaluable_chain
2026-06-13T00:43:17.817872+00:00,replicate_01,gpt-4.1-mini,stage1,chain_13_e09_dns_packet_capture_batch_chain_stage1,chain_13_e09_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_13_e09_dns_packet_capture_batch_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,5,2,0,5,0.0,0,2,0.0,0,5,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_c5_conflict_chain13_stage1_20260613T0043Z.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_d5_conflict_chain13_stage1_20260613T0043Z.jsonl,候補S1はstart_dns_logs.bat実行を述べているが、証拠がcbc-edr-alertsのみで、CBC alert evidence aloneは非アラート証拠として数えられない。候補S2はtshark/dumpcapの一般的なパケットキャプチャを述べるが、goldの21:08:41前後のcbc-edr filemod、tsharkコマンド「-i 2 -t ad -f udp port 53」、pcapng一時ファイル、cmd親コマンドとの対応がなく、近傍/別窓由来の一般言及に留まるため不一致。,gpt-4.1-mini_2complete_reps,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,dns_packet_capture_batch_chain,True
2026-06-13T00:39:58.347683+00:00,replicate_01,gpt-4.1-mini,stage1,chain_14_e09_python_simplehttpserver_network_chain_stage1,chain_14_e09_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_14_e09_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,5,1,2,0.5,1,5,0.2,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a5_batch_20260613T003331Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b5_batch_20260613T003331Z_8.jsonl,候補S2はpython.exeがpython -m SimpleHTTPServerで起動した非alert根拠付きステップとしてC14-S01に一致。S1のstart_dns_logs.bat、S3/S4のfile_access、S5のFlashPlayerUpdateServiceはgold外で、ネットワークサーバ挙動はCBC alert補助証拠のみのため数えない。,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T00:53:40.969910+00:00,replicate_01,gpt-4.1-mini,stage1,chain_15_e10_python_simplehttpserver_network_chain_stage1,chain_15_e10_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_15_e10_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,1,1,2,0.5,1,1,1.0,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a6_batch_20260613T004643Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b6_batch_20260613T004643Z_8.jsonl,候補1stepは13:31:11のpython -m SimpleHTTPServerと10.193.66.115:54869へのネットワーク接続をまとめており、goldのネットワーク接続/サーバ挙動の一方に対応する。ただし1候補stepは1gold stepにしか対応できないため、起動stepとネットワークstepの両方には加点しない。,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T00:53:40.969910+00:00,replicate_01,gpt-4.1-mini,stage1,chain_16_e11_python_simplehttpserver_network_chain_stage1,chain_16_e11_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_16_e11_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,2,2,2,1.0,2,2,1.0,2,2,1.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a6_batch_20260613T004643Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b6_batch_20260613T004643Z_8.jsonl,候補S1は14:38頃のcmd.exe配下python -m SimpleHTTPServer起動に対応し、S2は10.193.66.115:51647のネットワークサーバ挙動に対応する。S2にはCBC alertも含まれるが、非alertの接続証拠も併記されているため加点対象とした。,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T01:47:22.473878+00:00,replicate_01,gpt-4.1-mini,stage1,chain_17_e12_python_simplehttpserver_network_chain_stage1,chain_17_e12_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_17_e12_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,2,2,2,1.0,2,2,1.0,2,2,1.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a7_batch_20260613T005437Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b7_batch_20260613T005437Z_8.jsonl,python -m SimpleHTTPServer と 10.193.66.115:48503 のネットワーク接続を復元しており、非アラート行のコマンド・親cmd・接続先に対応する。ネットワーク時刻はアラート時刻寄りだが、接続先と文脈がこのチェーンの金標準と一致するため2ステップを一致とした。,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T01:47:22.473878+00:00,replicate_01,gpt-4.1-mini,stage1,chain_18_e13_dns_packet_capture_batch_chain_stage1,chain_18_e13_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_18_e13_dns_packet_capture_batch_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,5,0,2,0.0,0,5,0.0,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a7_batch_20260613T005437Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b7_batch_20260613T005437Z_8.jsonl,start_dns_logs.bat実行らしき候補はあるが、主要証拠がCBC alert行であり、金標準の21:02頃のcbc-edr procend/filemod、正確なcmd /c親子関係、tshark証拠に対応しない。その他はexplorer/userinit/firefox等の周辺挙動で一致しない。,gpt-4.1-mini_2complete_reps,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,dns_packet_capture_batch_chain,True
2026-06-13T01:47:22.473878+00:00,replicate_01,gpt-4.1-mini,stage1,chain_19_e13_python_simplehttpserver_network_chain_stage1,chain_19_e13_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_19_e13_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,0,0,2,0.0,0,0,,0,2,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a7_batch_20260613T005437Z_8.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b7_batch_20260613T005437Z_8.jsonl,候補のcode_stepsが空であり、20:58:50頃のpython27 SimpleHTTPServerおよび10.193.66.115:59277への非アラートnetconn証拠を復元していない。,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T01:53:44.251274+00:00,replicate_01,gpt-4.1-mini,stage1,chain_21_e15_python_simplehttpserver_network_chain_stage1,chain_21_e15_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_21_e15_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,1,1,2,0.5,1,1,1.0,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a8_batch_20260613T014821Z_4.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b8_batch_20260613T014821Z_4.jsonl,候補S1はpython.exeによるpython -m SimpleHTTPServer起動を非アラートのcommand_line証拠として示しておりC21-S01に対応する。ただし金のC21-S02で必要な10.193.66.115:49187へのネットワークサーバ挙動は候補code_stepsにない。,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T01:53:44.251274+00:00,replicate_01,gpt-4.1-mini,stage1,chain_22_e16_python_simplehttpserver_network_chain_stage1,chain_22_e16_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_22_e16_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,2,1,2,0.5,1,2,0.5,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a8_batch_20260613T014821Z_4.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b8_batch_20260613T014821Z_4.jsonl,候補S1は2022-07-18 17:46:07のpython -m SimpleHTTPServer起動、cmd.exe親プロセス、pid/ppidを非アラート証拠として示しC22-S01に対応する。候補S2は10.193.66.115:58211を述べるが証拠がCBCアラート名のみで、非アラート証拠に基づくC22-S02としては数えない。,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T02:03:18.897980+00:00,replicate_01,gpt-4.1-mini,stage1,chain_23_e17_python_simplehttpserver_network_chain_stage1,chain_23_e17_python_simplehttpserver_network_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_23_e17_python_simplehttpserver_network_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,2,4,1,2,0.5,1,4,0.25,1,2,0.5,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_a10_batch_20260613T020054Z_1.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_b10_batch_20260613T020054Z_1.jsonl,S2は2022-07-18 18:50:26のcmd.exe親プロセスとpython -m SimpleHTTPServer起動を非アラート証拠として示しており、金のSimpleHTTPServer起動ステップに対応する。一方、10.193.66.115:41345/ローカル8000のネットワーク接続・サーバ挙動ステップはcode_steps内で明示されていない。S1/S3/S4は別時刻または別プロセス挙動で金ステップに対応しない。,gpt-4.1-mini_2complete_reps,alert_clue,python_simplehttpserver_network_chain,network_service_behavior,python_simplehttpserver_network_chain,True
2026-06-13T02:33:44.875003+00:00,replicate_01,gpt-4.1-mini,stage1,chain_24_e18_cmdexe_other_chain_stage1,chain_24_e18_cmdexe_other_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_24_e18_cmdexe_other_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,3,4,0,3,0.0,0,4,0.0,0,3,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_e12_batch_20260613T022337Z_2.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_f12_batch_20260613T022337Z_2.jsonl,goldは2022-07-18T21:04:38Z付近の非alert CBC EDR証拠に基づく3ステップで、explorer.exeがcmd.exeをrun_http_server.bat付きで起動し、cmd.exeが/cで同batを実行し、cmd.exeがpython.exeを派生させる流れである。候補S4はrun_http_server.batとpython.exeを言及するが、時刻が21:09:17でgoldの21:04:38Zと合わず、goldのCBC moduleload/procstart証拠、正確な親子関係、実行文脈に整合しない。S1-S3はstart_dns_logs.bat、RepWmiUtils、tshark、pcapアクセスの別文脈であり一致なし。,gpt-4.1-mini_2complete_reps,alert_clue,cmdexe_other_chain,command_shell_execution,cmdexe_other_chain,True
2026-06-13T02:43:09.159229+00:00,replicate_01,gpt-4.1-mini,stage1,chain_25_e18_dns_packet_capture_batch_chain_stage1,chain_25_e18_dns_packet_capture_batch_chain,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-4.1-mini/stage1/chain_25_e18_dns_packet_capture_batch_chain_stage1_run.json,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,behavior_plus_evidence_step,True,True,True,3,3,0,3,0.0,0,3,0.0,0,3,0.0,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_c13_batch_20260613T023403Z_conflict_chain25_stage1.jsonl,data/current_experiment/scores/formal_23_chain_2rep_20260612/reviewer_outputs/reviewer_d13_batch_20260613T023403Z_conflict_chain25_stage1.jsonl,候補はstart_dns_logs.bat、tshark、dumpcapを挙げているが、いずれも21:04:13のアラート時刻側に寄っており、goldの非アラートCBC telemetryで示される20:59:14〜20:59:17のexplorer.exe→cmd.exe→tshark.exeおよびpcapng filemod文脈と一致しない。S1は親explorer.exeとgold時刻が欠落し、CBC alert補助証拠に依存しているため不一致。S2はtsharkコマンド名は近いが時刻・文脈がgoldとずれ、近傍同名行として不一致。S3のdumpcap書き込みはgoldの3ステップに対応せず、対象pcap証拠も不明で不一致。,gpt-4.1-mini_2complete_reps,alert_clue,dns_packet_capture_batch_chain,collection_or_tool_invocation,dns_packet_capture_batch_chain,True
